algorithm,parameters,count,k-nn,epsilon,largeepsilon,rel,qps,p50,p95,p99,p999,distcomps,build,candidates,indexsize,queriessize,dataset
lantern,"Lantern(m=16, ef_construction=200, ef_search=10)",10,0.70912,0.8125600000000001,0.99947,0.09071945650010761,618.534084907557,1.625807024538517,1.625807024538517,1.625807024538517,1.625807024538517,0.0,1816.7662074565887,10.0,702840.0,1136.2995462166696,sift-128-euclidean
lantern,"Lantern(m=24, ef_construction=200, ef_search=120)",10,0.99391,0.99962,1.0,0.08936774067164824,112.0884383268518,9.065795689821243,9.065795689821243,9.065795689821243,9.065795689821243,0.0,2301.9920978546143,10.0,758056.0,6763.01687591985,sift-128-euclidean
lantern,"Lantern(m=16, ef_construction=200, ef_search=20)",10,0.8392899999999999,0.9279400000000001,1.0,0.08995387093784386,463.86000096335925,2.1558229345828295,2.1558229345828295,2.1558229345828295,2.1558229345828295,0.0,1816.7662074565887,10.0,702840.0,1515.1985481402135,sift-128-euclidean
lantern,"Lantern(m=24, ef_construction=200, ef_search=10)",10,0.7581100000000001,0.8617900000000001,0.99993,0.09037144786893073,506.1169282116551,2.104369690641761,2.104369690641761,2.104369690641761,2.104369690641761,0.0,2301.9920978546143,10.0,758056.0,1497.788273311786,sift-128-euclidean
lantern,"Lantern(m=24, ef_construction=200, ef_search=400)",10,0.9997199999999999,0.9999800000000001,1.0,0.08935477064049092,42.7787512683433,23.442206904292107,23.442206904292107,23.442206904292107,23.442206904292107,0.0,2301.9920978546143,10.0,758056.0,17720.38634893415,sift-128-euclidean
lantern,"Lantern(m=24, ef_construction=200, ef_search=200)",10,0.9981199999999999,0.9999100000000001,1.0,0.08935821922079216,75.05633022047265,13.323326595127583,13.323326595127583,13.323326595127583,13.323326595127583,0.0,2301.9920978546143,10.0,758056.0,10099.827659749208,sift-128-euclidean
lantern,"Lantern(m=16, ef_construction=200, ef_search=200)",10,0.99603,0.99978,1.0,0.08936298688617478,100.17657552564864,10.518711991608143,10.518711991608143,10.518711991608143,10.518711991608143,0.0,1816.7662074565887,10.0,702840.0,7016.011440918629,sift-128-euclidean
lantern,"Lantern(m=16, ef_construction=200, ef_search=40)",10,0.9283699999999999,0.98105,1.0,0.08957325107936072,318.4140854358912,3.290676511824131,3.290676511824131,3.290676511824131,3.290676511824131,0.0,1816.7662074565887,10.0,702840.0,2207.314412733504,sift-128-euclidean
lantern,"Lantern(m=24, ef_construction=200, ef_search=40)",10,0.9518700000000001,0.99049,1.0,0.0894896421261228,252.2997889124978,4.012576770037413,4.012576770037413,4.012576770037413,4.012576770037413,0.0,2301.9920978546143,10.0,758056.0,3004.584360801458,sift-128-euclidean
lantern,"Lantern(m=16, ef_construction=200, ef_search=80)",10,0.9756500000000001,0.99709,1.0,0.08941774642365152,205.4872444635898,4.965330474078655,4.965330474078655,4.965330474078655,4.965330474078655,0.0,1816.7662074565887,10.0,702840.0,3420.3582895605764,sift-128-euclidean
lantern,"Lantern(m=24, ef_construction=200, ef_search=20)",10,0.87769,0.9546699999999999,1.0,0.08976579199521813,363.78684160061357,2.8099804185330868,2.8099804185330868,2.8099804185330868,2.8099804185330868,0.0,2301.9920978546143,10.0,758056.0,2083.791696985671,sift-128-euclidean
lantern,"Lantern(m=16, ef_construction=200, ef_search=120)",10,0.98877,0.99918,1.0,0.08938152849843169,153.40400297862277,7.175158709287643,7.175158709287643,7.175158709287643,7.175158709287643,0.0,1816.7662074565887,10.0,702840.0,4581.627508755052,sift-128-euclidean
lantern,"Lantern(m=16, ef_construction=200, ef_search=400)",10,0.99936,0.99996,1.0,0.08935572030457904,57.95727282217527,17.89083704352379,17.89083704352379,17.89083704352379,17.89083704352379,0.0,1816.7662074565887,10.0,702840.0,12126.864598278398,sift-128-euclidean
lantern,"Lantern(m=24, ef_construction=200, ef_search=80)",10,0.98537,0.99877,1.0,0.08939100020241274,155.05867759982695,6.449171341955662,6.449171341955662,6.449171341955662,6.449171341955662,0.0,2301.9920978546143,10.0,758056.0,4888.833129071172,sift-128-euclidean
pgvector,"PGVector(m=16, ef_construction=200, ef_search=800)",10,0.99996,1.0,1.0,0.08935411517846326,48.76999618372147,21.431175991892815,21.431175991892815,21.431175991892815,21.431175991892815,0.0,2793.9548547267914,10.0,800888.0,16421.73595796429,sift-128-euclidean
pgvector,"PGVector(m=16, ef_construction=200, ef_search=10)",10,0.7734099999999999,0.8718400000000001,0.99943,0.0903495095273552,1000.639227090964,0.9993611602112651,0.9993611602112651,0.9993611602112651,0.9993611602112651,0.0,2793.9548547267914,10.0,800888.0,800.3763777363832,sift-128-euclidean
pgvector,"PGVector(m=24, ef_construction=200, ef_search=120)",10,0.9968,0.9998400000000001,1.0,0.08936192260197102,152.39456125282982,6.5619139932096004,6.5619139932096004,6.5619139932096004,6.5619139932096004,0.0,4242.3528480529785,10.0,909920.0,5970.816756973364,sift-128-euclidean
pgvector,"PGVector(m=16, ef_construction=200, ef_search=20)",10,0.88189,0.95712,0.9999,0.08975422642337953,751.8542826301979,1.3627352891489863,1.3627352891489863,1.3627352891489863,1.3627352891489863,0.0,2793.9548547267914,10.0,800888.0,1065.2170487055928,sift-128-euclidean
pgvector,"PGVector(m=24, ef_construction=200, ef_search=10)",10,0.83177,0.91985,0.9997299999999999,0.09000679001320053,786.178816026027,1.2858519330620766,1.2858519330620766,1.2858519330620766,1.2858519330620766,0.0,4242.3528480529785,10.0,909920.0,1157.3957240408224,sift-128-euclidean
