algorithm,parameters,count,k-nn,epsilon,largeepsilon,rel,qps,p50,p95,p99,p999,distcomps,build,candidates,indexsize,queriessize,dataset
pgvector,"PGVector(m=24, ef_construction=200, ef_search=80)",10,0.9281,0.9949999999999999,1.0,0.09458553927240632,105.7954635600252,9.936732240021229,9.936732240021229,9.936732240021229,9.936732240021229,0.0,10953.571647644043,10.0,7862960.0,74322.27938146696,gist-960-euclidean
pgvector,"PGVector(m=24, ef_construction=200, ef_search=120)",10,0.958,0.9986,1.0,0.0945198385126784,85.56448033168516,11.68709248304367,11.68709248304367,11.68709248304367,11.68709248304367,0.0,10953.571647644043,10.0,7862960.0,91895.14117914051,gist-960-euclidean
pgvector,"PGVector(m=16, ef_construction=200, ef_search=120)",10,0.9168,0.9938,1.0,0.09462752422401953,117.43927137153821,9.204473346471786,9.204473346471786,9.204473346471786,9.204473346471786,0.0,7914.241018533707,10.0,7863656.0,66959.33913896696,gist-960-euclidean
pgvector,"PGVector(m=16, ef_construction=200, ef_search=20)",10,0.6495,0.8381000000000001,1.0,0.09539746857817064,438.8303434733712,2.9037618078291416,2.9037618078291416,2.9037618078291416,2.9037618078291416,0.0,7914.241018533707,10.0,7863656.0,17919.581261766547,gist-960-euclidean
pgvector,"PGVector(m=24, ef_construction=200, ef_search=800)",10,0.9972,1.0,1.0,0.09444542056463283,18.831915702062833,53.10134217143059,53.10134217143059,53.10134217143059,53.10134217143059,0.0,10953.571647644043,10.0,7862960.0,417533.7296746022,gist-960-euclidean
pgvector,"PGVector(m=24, ef_construction=200, ef_search=20)",10,0.7323999999999999,0.9122,1.0,0.09506717432804603,268.60050133845135,3.723001340404153,3.723001340404153,3.723001340404153,3.723001340404153,0.0,10953.571647644043,10.0,7862960.0,29273.809843311647,gist-960-euclidean
pgvector,"PGVector(m=16, ef_construction=200, ef_search=80)",10,0.8774,0.9843,1.0,0.09471385571217852,162.50494569690844,7.271206006407738,7.271206006407738,7.271206006407738,7.271206006407738,0.0,7914.241018533707,10.0,7863656.0,48390.25647051185,gist-960-euclidean
pgvector,"PGVector(m=16, ef_construction=200, ef_search=200)",10,0.9558,0.9987,1.0,0.09454183970481797,77.30752503428643,13.250569812953472,13.250569812953472,13.250569812953472,13.250569812953472,0.0,7914.241018533707,10.0,7863656.0,101719.15342668665,gist-960-euclidean
pgvector,"PGVector(m=16, ef_construction=200, ef_search=40)",10,0.7761,0.9378,1.0,0.09498233168827745,259.01229848725814,3.9423946291208267,3.9423946291208267,3.9423946291208267,3.9423946291208267,0.0,7914.241018533707,10.0,7863656.0,30360.16454016698,gist-960-euclidean
pgvector,"PGVector(m=24, ef_construction=200, ef_search=40)",10,0.8468,0.9738,1.0,0.09477672761170587,195.55764765210736,6.294694729149342,6.294694729149342,6.294694729149342,6.294694729149342,0.0,10953.571647644043,10.0,7862960.0,40207.88802894596,gist-960-euclidean
pgvector,"PGVector(m=24, ef_construction=200, ef_search=200)",10,0.9794,0.9992000000000001,1.0,0.09447692232959266,54.43632949689669,18.79318431019783,18.79318431019783,18.79318431019783,18.79318431019783,0.0,10953.571647644043,10.0,7862960.0,144443.24355940003,gist-960-euclidean
pgvector,"PGVector(m=24, ef_construction=200, ef_search=400)",10,0.9939,1.0,1.0,0.09445167561057571,32.919922613807536,37.450358271598816,37.450358271598816,37.450358271598816,37.450358271598816,0.0,10953.571647644043,10.0,7862960.0,238851.10825570577,gist-960-euclidean
